Dige,Digə
3:16,3:16
Idee,İdeə
auie,aüie
Nomo,Nomo
sicu,sicu
icus,icus
Algm,Alğm
oqii,oqii
Amac,Amaç
ay-1,ay-1
-kep,-kep
pkal,pkal
D-15,D-15
150m,150m
TXH-,TXH-
XH-d,XH-d
Sepg,Səpg
Ilti,İlti
igla,ığla
Agaf,Ağaf
gafi,ğafi
Onog,Onoğ
nogr,noğr
olxl,olxl
lxla,lxla
8:32,8:32
sle-,şlə-
Heid,Heid
tirr,tırr
Goys,Göys
3.22,3.22
9:42,9:42
ayov,ayov
yovi,yovi
mmag,mmağ
gumm,gumm
0122,0122
0-61,0-61
-61-,-61-
61-9,61-9
1-97,1-97
dufd,düfd
nged,ngəd
8.9.,8.9.
digc,dığc
ksas,ksas
n-no,n-nö
Moge,Moge
AI-y,Aİ-y
apam,apam
1ede,1ədə
rlec,rləc
TP-n,TP-n
erum,erum
Kvin,Kvin
vink,vink
sa-q,şa-q
kavk,kavk
ziks,ziks
ksif,ksif
yrib,yrib
rreo,rrəo
reov,rəov
eovu,əovu
Kurq,Kürq
kron,kron
GYKO,GYKO
YKOM,YKOM
OMMY,OMMY
MMYN,MMYN
Prib,Prib
Gily,Gily
Fiqe,Fiqe
yukx,yükx
288-,288-
1290,1290
1282,1282
282-,282-
1291,1291
Anol,Anol
xdis,xdıs
Xabi,Xabi
abic,abiç
jari,jarı
vecg,veçğ
ecge,eçğe
cgey,çğey
Xesa,Xəsa
dipo,dipo
olao,olao
laox,laox
siop,siop
tirk,tirk
irkm,irkm
s-Be,s-Be
2-6-,2-6-
-6-j,-6-j
Qolb,Qolb
ynik,ynik
al-U,al-Ü
l-Um,l-Üm
-Umu,-Ümu
010c,010c
10cu,10cu
Azvi,Azvi
zvis,zvis
upad,upad
-Keb,-Kəb
zadh,zadh
adhq,adhq
dhql,dhql
hqla,hqla
rios,rios
gite,ğıte
itez,ıtez
idep,idep
buts,buts
1909,1909
909-,909-
roqo,roqo
ji-l,ji-l
-lab,-lab
Loca,Loca
edbl,ədbl
dble,dblə
efix,əfix
fixa,fixa
isag,isag
Fayn,Fayn
Xudi,Xudi
osot,oşot
39.7,39.7
pdus,pdus
82.2,82.2
ACKO,AÇKO
hsiy,hsiy
itpo,itpo
tpov,tpov
pova,pova
rpol,rpol
jak-,jak-
ak-a,ak-a
ufdu,üfdü
fdur,fdür
1815,1815
nnun,nnun
nunn,nunn
uzsi,üzsi
Xinc,Xınc
idaf,idaf
aq-o,aq-o
q-og,q-oğ
ungd,ungd
sado,şado
traZ,traZ
raZe,raZe
aZen,aZen
Zene,Zene
Kesu,Kesu
ulot,ulot
Xafa,Xafa
Anax,Anax
Eves,Eves
En-X,En-X
-Pas,-Pas
qolv,qolv
qtet,qtət
4673,4673
nahq,nahq
ahqi,ahqı
hqiz,hqız
daqb,daqb
YUBI,YUBİ
UBIL,UBİL
ILEY,İLEY
LEYI,LEYİ
STAR,STAR
TART,TART
1-08,1-08
Ma-n,Ma-n
-ism,-ism
Sapu,Şapu
Gaze,Gaze
bont,bönt
TIKM,TİKM
IKMS,İKMS
KMST,KMST
ermn,ermn
rmne,rmnə
sam-,şam-
-Yes,-Yeş
motd,motd
puty,puty
utyo,utyo
tyov,tyov
yovk,yovk
oila,oila
crao,crao
raol,raol
24x7,24x7
1-26,1-26
2:52,2:52
NN-l,NN-l
ISKR,İSKR
SKRA,SKRA
KRAT,KRAT
ATEL,ATEL
gatd,ğatd
ma-g,ma-g
a-ga,a-ğa
apog,apog
andw,andw
ndwi,ndwi
dwic,dwic
wich,wich
chee,chee
NSAF,NSAF
SAFE,SAFE
1-21,1-21
habs,habs
Fehm,Fehm
2745,2745
Vt-l,Vt-l
t-li,t-lı
ab-l,ab-l
-lan,-lan
dey-,dəy-
y-is,y-iş
chit,chit
ectu,ectu
Arch,Arch
ye-r,yə-r
e-ro,ə-ro
ma-c,ma-c
Harh,Harh
rhas,rhas
Tiqv,Tiqv
178.,178.
78.1,78.1
uzig,uzig
ysmo,ysmo
RSXM,RSXM
Mihr,Mihr
ihra,ihra
rsic,rsic
icii,icıı
ciim,cıım
341-,341-
acht,acht
sucs,süçs
titm,tıtm
rufj,rufj
ufja,ufja
fjan,fjan
maqk,maqk
qkit,qkit
ot-t,ot-t
-taj,-taj
keol,keol
iila,ıila
ydap,ydap
dapa,dapa
emcu,əmcü
mcuv,mcüv
ti-H,ti-H
sisr,şişr
isrt,işrt
srtm,şrtm
13.7,13.7
lfan,lfan
Azst,Azst
zsta,zsta
Isil,İşıl
ri-K,ri-K
lik3,lik3
ik36,ik36
Lari,Lari
bals,bals
alsk,alsk
ldeq,ldəq
erex,erex
"94,6","94,6"
"4,64","4,64"
",646",",646"
vdoq,vdoq
oqom,oqom
qomo,qomo
44.3,44.3
ftam,ftam
hayr,hayr
yrip,yrip
ripu,ripu
jpeg,jpeg
10-8,10-8
azce,azçə
zcek,zçək
na-u,na-u
ixo-,ixo-
xo-e,xo-e
o-em,o-em
-emo,-emo
tday,tday
1635,1635
635-,635-
-esl,-Əsl
Vaqq,Vaqq
bopb,bopb
opbo,opbo
pboz,pboz
pbay,pbay
dupd,dupd
odio,odio
68-e,68-ə
Labu,Labü
hecv,heçv
ecva,eçva
cvax,çvax
fnin,fnin
Axum,Axum
Laha,Laha
1-52,1-52
52-2,52-2
a-yo,a-yo
-yon,-yon
Axti,Axti
izld,izld
zldi,zldi
yeit,yeit
oyl-,oyl-
yl-M,yl-M
rnot,rnot
-14-,-14-
raqv,raqv
visp,visp
pire,pire
anth,anth
nthr,nthr
hrop,hrop
izmc,izmç
zmci,zmçi
o-mu,o-mu
mozv,mözv
ozvz,özvz
zvzu,zvzu
PAL-,PAL-
AL-V,AL-V
3-7-,3-7-
Ki-U,Ki-U
i-Ue,i-Ue
-Ues,-Ues
Uest,Uest
creq,çrəq
-isa,-işa
lnas,lnas
korb,korb
utuk,ütük
lutl,lütl
peh-,pəh-
eh-p,əh-p
-peh,-pəh
87-d,87-d
AITF,AITF
MITT,MITT
nd-P,nd-P
d-Pr,d-Pr
e-Qe,ə-Qə
ezop,ezop
zops,zops
psay,psay
kril,krıl
yumi,yümi
TEMP,TEMP
EMPU,EMPU
MPUS,MPUS
35.5,35.5
ADRV,ADRV
DRVs,DRVs
Wher,Wher
erea,erea
eabo,eabo
outs,outs
Proh,Proh
rohi,rohi
ohib,ohib
1423,1423
4231,4231
2319,2319
1751,1751
751-,751-
oqic,oqiç
qice,qiçe
folg,folğ
lgkl,lğkl
gklo,ğklo
ofah,ofah
792-,792-
92-I,92-I
akuy,akuy
kuya,kuya
Lot-,Lot-
ot-3,ot-3
De-f,De-f
kheya,хəya
4j-e,4ј-ə
inqm,inqm
ezok,əzök
rgut,rgüt
gutu,gütü
lmak,lmak
eDOG,ƏDOĞ
DOGL,DOĞL
Bolt,Bolt
Exam,Exam
Edis,Edis
anoe,anoe
noel,noel
vaxd,vaxd
axdt,axdt
xdta,xdta
ylir,ylir
Azoy,Azoy
zoya,zoya
n-Ka,n-Ka
nfik,nfik
Boav,Boav
um-i,üm-i
m-it,m-it
BOLG,BÖLG
LGeL,LGƏL
ogit,ogit
VR-s,VR-ş
R-sl,R-şl
-sle,-şle
kalv,kalv
unq-,unq-
nq-F,nq-F
q-Fr,q-Fr
-Fre,-Fre
irnl,irnl
rnlm,rnlm
nlme,nlmə
kskn,kskn
skni,skni
n-Mo,n-Mo
eRSA,ƏRŞA
RSAD,RŞAD
3015,3015
0158,0158
rrla,rrla
891-,891-
sxun,şxun
Parn,Parn
Sfas,Sfas
fasm,fasm
Tepl,Tepl
91-2,91-2
IOK-,İOK-
ssez,şsəz
xs-T,xs-T
s-TQ,s-TQ
-TQD,-TQD
Phob,Phob
hobo,hobo
obos,obos
s-Gr,s-Gr
-Gro,-Gro
Ay-p,Ay-p
zeno,zəno
En-E,En-E
n-Eq,n-Eq
-Eql,-Eql
yi-i,yi-i
56-s,56-s
step,ştəp
dsto,dsto
duim,düım
uime,üımə
Tp-l,Tp-l
p-li,p-li
Zyxe,Zyxe
yxel,yxəl
ayle,aylə
capm,çapm
ya-B,ya-B
a-Be,a-Be
NSEP,NSEP
EPTU,EPTU
PTUA,PTUA
Disb,Disb
spep,spep
33-1,33-1
Vehd,Vəhd
-Fec,-Fəc
Fecr,Fəcr
Fooc,Fooc
ooch,ooch
chia,chia
azip,azip
zipr,zipr
r-ob,r-ob
-obt,-obt
obti,obti
btik,btik
kmud,kmüd
plyu,plyu
90.6,90.6
ID-d,İD-d
rqem,rqəm
buqi,buqi
za-o,za-o
a-ok,a-ok
empu,empu
pura,pura
Moud,Moud
oudi,oudi
fanl,fanl
ltic,ltic
rpmi,rpmı
2766,2766
tapt,tapt
vecc,vəcc
cceh,ccəh
cehl,cəhl
5.45,5.45
7.62,7.62
idd-,idd-
dd-c,dd-c
Ezel,Ezel
Osno,Osno
novn,novn
vnoy,vnoy
poso,pöşo
oson,öşon
avno,avno
vnob,vnob
nobe,nöbə
bedr,bedr
treq,treq
eqol,eqol
qolg,qolğ
olgn,olğn
oroq,oroq
otxo,otxo
txod,txod
odet,odət
avez,avəz
mi-y,mi-y
Kuda,Kuda
rfal,rfal
suce,süce
ucet,ücet
cetl,cetl
Sfer,Sfer
1.65,1.65
.9.4,.9.4
NOVB,NÖVB
OVBe,ÖVBƏ
VBeT,VBƏT
BeTI,BƏTİ
Mix-,Mix-
652.,652.
52.8,52.8
2.86,2.86
.864,.864
"31,8","31,8"
"1,82","1,82"
",822",",822"
"822,","822,"
"22,8","22,8"
"2,84","2,84"
",848",",848"
HAQL,HAQL
PHDs,PHDs
HDsi,HDsi
tepf,tepf
epfi,epfı
pfis,pfıs
vdor,vdor
Koby,Koby
byak,byak
yakh,yakh
khi-,khi-
hi-d,hi-d
i-dz,i-dz
-dze,-dze
yakz,yakz
akza,akza
7-me,7-mə
giob,ğıob
Dibr,Dibr
zm-m,zm-m
mnli,mnlı
ntym,ntym
tymi,tymi
ymim,ymim
IYUL,İYUL
ARXE,ARXE
RXEO,RXEO
XEOL,XEOL
CUNC,ÇÜNC
eReF,ƏRƏF
ReFI,RƏFİ
eFIN,ƏFİN
FIND,FİND
NDeN,NDƏN
Heyi,Heyi
yifd,yifd
ert_,ərt_
rt_e,rt_Ə
t_es,t_Əs
_esi,_Əsi
Tada,Tada
Shoj,Shoj
hoji,hoji
eora,eora
32.9,32.9
ufac,ufac
1724,1724
724-,724-
eS-l,ƏS-l
1643,1643
abee,abəə
ltag,ltağ
rdip,rdip
en-F,ən-F
n-Fi,n-Fi
-Fil,-Fil
E-do,E-dö
1186,1186
186-,186-
bekr,bəkr
l-Go,l-Gö
estA,estA
stAZ,stAZ
tAZ-,tAZ-
AZ-i,AZ-ı
Z-in,Z-ın
Turr,Türr
urrk,ürrk
rrkl,rrkl
4:36,4:36
ruzg,rüzg
Acma,Açma
cma-,çma-
ma-y,ma-y
-yum,-yum
rksh,rksh
ksho,ksho
jlid,jlid
odug,oduğ
or-p,or-p
r-pe,r-pe
ecip,eçip
lq-t,lq-t
brut,brut
to-c,to-ç
o-ce,o-çə
ltfe,ltfə
tfez,tfəz
Seti,Səti
n-ce,n-cə
Ervi,Ervi
pich,pıçh
chap,çhap
hapi,hapı
-yag,-yağ
a-ap,a-ap
pcen,pçən
Kheqa,Хəqa
ipdi,ipdi
hib-,hib-
ib-z,ib-z
b-za,b-za
sfeg,sfəg
fege,fəgə
Nedc,Nədc
zame,zamə
Zenf,Zenf
yome,yömə
arkC,arkC
rkCi,rkCi
kCin,kCin
troP,troP
roPa,roPa
oPar,oPar
Su-h,Su-h
u-ho,u-ho
-hov,-hov
IP-t,İP-t
P-te,P-te
ehis,ehiş
yaha,yaha
sofa,sofa
ndah,ndah
iteh,itəh
qdem,qdəm
Kaqo,Kaqo
xu-v,xu-v
u-va,ü-va
iove,iove
ruxb,ruxb
uxba,uxba
xbag,xbağ
dbay,dbay
yayn,yayn
kirt,kırt
irtn,ırtn
rtna,rtna
Dizq,Dizq
rexo,rexo
cgas,çğas
Haqa,Haqa
al-D,al-D
l-De,l-De
-Dem,-Dem
beed,bəəd
qiuk,qiük
iuko,iüko
RINC,RINC
epmd,epmd
pmde,pmdə
alsm,alşm
lsmi,lşmı
kkav,kkav
kave,kave
ISCI,İŞÇİ
SCIL,ŞÇİL
QUQL,QUQL
eZIF,ƏZİF
ZIFe,ZİFƏ
IFeL,İFƏL
FeLe,FƏLƏ
SOSI,SOSİ
OSIA,OSİA
SIAL,SİAL
MUDA,MÜDA
UDAF,ÜDAF
DAFI,DAFİ
AFIe,AFİƏ
FIeS,FİƏS
IeSI,İƏSİ
m-io,m-io
-ion,-ion
Yusk,Yüsk
gdur,ğdur
NOQT,NÖQT
OQTe,ÖQTƏ
ptix,ptix
idie,idie
diem,diem
zv-o,zv-ö
v-ol,v-öl
14-n,14-n
ncug,ncuğ
Ruhc,Ruhç
obox,obox
isct,isçt
scte,sçte
Chev,Chev
Salf,Salf
alfo,alfo
lfor,lfor
hern,hərn
olgl,ölgl
lgle,lglə
axab,axab
xaba,xaba
kihu,kihü
ihuc,ihüc
rob-,rob-
ob-l,ob-l
5.9.,5.9.
se-f,şə-f
ciqq,çıqq
vqes,vqes
IT-d,İT-d
smuq,şmüq
6.66,6.66
58-2,58-2
8-21,8-21
21-8,21-8
1-83,1-83
Eber,Eber
rhar,rhar
bbed,bbəd
yefd,yefd
-215,-215
duyq,duyq
45-2,45-2
Bigl,Bığl
STeS,STƏS
eSNA,ƏSNA
ulhm,ülhm
lhme,lhmə
Temk,Təmk
"1,37","1,37"
",374",",374"
d_07,d_07
ioze,ِözə
16-i,16-i
b-in,b-ın
zozl,zözl
lsir,lşır
NINO,NINO
KALA,KALA
NDAD,NDAD
DADZ,DADZ
.800,.800
yimc,yimc
andh,andh
ndhi,ndhi
392-,392-
Kenk,Kənk
af-m,af-m
seqe,şəqə
Canh,Canh
TAR-,TAR-
AR-T,AR-T
R-TA,R-TA
-TAS,-TAS
91.7,91.7
fluo,flüo
luor,lüor
uore,üore
gioq,gioq
fozu,fozu
n-ku,n-kü
-kud,-küd
Leng,Leng
omud,omud
Gumb,Gümb
hils,hils
ML-d,ML-d
Qaym,Qaym
Ilbo,İlbo
Cely,Çely
lyab,lyab
rmoq,rmoq
oqiq,oqiq
qiqr,qiqr
Farz,Farz
69.6,69.6
stih,ştih
0.35,0.35
tixu,tixu
ixum,ixum
ukez,ükəz
kezb,kəzb
ezba,əzba
TVde,TVdə
Vden,Vdən
xanq,xanq
Dasd,Daşd
damq,damq
Damg,Damğ
m-il,m-il
-ili,-ili
opod,opod
pode,pode
Allu,Allü
udua,üdua
muzk,müzk
zkul,zkül
gdin,ğdın
8777,8777
buqd,buqd
veqf,vəqf
eqfl,əqfl
qfle,qflə
1-03,1-03
yn-e,yn-e
-ens,-ens
Solm,Solm
Tohi,Tohi
lbiy,lbiy
biyu,biyu
ktab,ktab
4.36,4.36
.360,.360
44.6,44.6
4.61,4.61
.610,.610
rd-l,rd-l
Touc,Touc
ouch,ouch
uchW,uchW
chWi,chWi
hWiz,hWiz
vidc,vidc
dcet,dcet
Qian,Qian
Tang,Tang
ydam,ydam
kurb,kurb
exsh,əxsh
xsha,xsha
avem,avəm
zi13,zi13
ydid,ydid
ekob,əkob
irob,ırob
-dum,-dum
suiq,suiq
uiqe,uiqə
5408,5408
Meya,Meya
m-ir,m-ir
-irf,-irf
rstd,rstd
Trup,Trup
orei,orei
reig,reig
eign,eign
licy,licy
Zolu,Zolu
Yeqq,Yeqq
qqav,qqav
qavs,qavs
Meko,Meko
En-R,En-R
oahd,oahd
an-v,an-v
n-va,n-va
Yaya,Yaya
q-en,q-en
GURC,GÜRC
URCU,ÜRCÜ
RCUS,RCÜS
CUST,CÜST
sska,sşka
shil,shil
nkuc,nkuç
kucd,kuçd
uciy,uçiy
isic,isiç
5-07,5-07
atie,atiə
tie-,tie-
ie-L,ie-L
e-Lo,e-Lo
-Lou,-Lou
uvee,üvəə
veeq,vəəq
eeqq,əəqq
qqee,qqəə
Veez,Vəəz
eehr,əəhr
siqt,şiqt
iqto,iqto
vams,vams
34-6,34-6
4-60,4-60
arsm,arsm
ru-n,ru-n
ceqi,çəqi
DIOF,DİOF
IOFT,İOFT
OFT-,OFT-
FT-n,FT-n
HS-n,HS-n
S-ne,S-nə
SIMT,ŞİMT
IMT-,İMT-
0:04,0:04
yifi,yıfı
iyiy,iyiy
Xayt,Xayt
Kurl,Kürl
rlya,rlya
SONR,SONR
ONRA,ONRA
NRAK,NRAK
IeTL,İƏTL
Taux,Taux
auxu,auxu
eRTe,ƏRTƏ
LUNS,LUNS
UNSA,UNSA
clii,clıı
liiq,lııq
cuka,çüka
ukay,ükay
koca,koça
000d,000d
00de,00də
0den,0dən
r109,r109
109h,109h
09ha,09ha
ash4,ash4
sh4h,sh4h
h4ha,h4ha
visn,vişn
snel,şnəl
ARIT,ARİT
RITA,RİTA
Sefu,Şefu
efuf,efuf
fufa,fufa
Nesc,Nesc
esca,esca
scaf,scaf
Gust,Gust
lilz,lilz
Qrin,Qrin
rinv,rinv
invi,invi
nvic,nviç
spee,spee
bsea,bsəa
seal,səal
ealm,əalm
Gudu,Güdü
xiru,xiru
rurq,rurq
rqic,rqiç
ravc,ravç
ixez,ixez
k-Ak,k-Ak
-Akt,-Akt
tau-,tau-
au-e,au-Ə
u-el,u-Əl
Hicq,Hıçq
traq,traq
8055,8055
1325,1325
4750,4750
1630,1630
6302,6302
lqir,lqır
1644,1644
uliz,uliz
Oraq,Oraq
izig,ızığ
0102,0102
0201,0201
34.2,34.2
40-l,40-l
kito,kito
natk,natk
1838,1838
acio,açıo
ciog,çioğ
Irva,İrva
rvah,rvah
vaha,vaha
70-e,70-ə
yatv,yatv
vim-,vim-
nalk,nalk
Damb,Damb
blut,blut
Novd,Novd
.0.7,.0.7
3429,3429
ns-z,ns-z
-zal,-zal
yevC,yevÇ
evCi,evÇi
vCin,vÇin
08-5,08-5
8-59,8-59
coqr,coqr
Bone,Bone
ceyh,ceyh
Sver,Sver
rdlo,rdlo
4608,4608
6082,6082
8827,8827
sefd,şefd
ovoe,ovoe
oboz,oboz
bozr,bozr
ozre,ozre
zren,zren
t-Xa,t-Xa
Xasd,Xasd
Iqdi,İqdı
GUND,GÜND
NDeM,NDƏM
Abbe,Abbe
Gerr,Gerr
O'Dr,O’Dr
'Dri,’Dri
Dris,Dris
scol,scol
oll-,oll-
ll-u,ll-u
Pulp,Pulp
Fict,Fict
Proo,Proo
roof,roof
413-,413-
Cum-,Cüm-
um-h,üm-h
m-hu,m-hu
naqq,naqq
funx,funx
unxu,unxu
nxur,nxur
punx,punx
rnim,rnım
a-ov,a-ov
-ovu,-ovu
ntlm,ntlm
tlme,tlme
r101,r101
101h,101h
01ha,01ha
Tuns,Tüns
eTRA,ƏTRA
TRAF,TRAF
MUHI,MÜHİ
UHIT,ÜHİT
HITI,HİTİ
ITIN,İTİN
DEPA,DEPA
EPAR,EPAR
ARTA,ARTA
RTAM,RTAM
TAME,TAME
AMEN,AMEN
EKOL,EKOL
KOLO,KOLO
SeRV,SƏRV
eRVe,ƏRVƏ
RVeT,RVƏT
VeTL,VƏTL
SOBe,ŞÖBƏ
OBeS,ÖBƏS
33-4,33-4
3-40,3-40
nfak,nfak
Sim-,Sim-
m-Si,m-Si
-Sim,-Sim
orpi,örpi
jarp,jarp
rpax,rpax
tarp,tarp
tepr,tepr
capr,capr
praz,praz
rpah,rpah
Onin,Onin
xuyi,xuyi
uyib,uyib
CAP-,CAP-
AP-s,AP-s
P-si,P-si
rk-S,rk-Ş
k-Su,k-Şu
kapd,kapd
rdeo,rdeo
uozl,uozl
meex,məəx
7-23,7-23
Kopi,Kopi
qopi,qopı
opiz,opiz
sis-,sis-
Imek,İmek
oriu,oriu
9429,9429
Bris,Briş
nin_,nin_
4696,4696
Ilxi,İlxı
2088,2088
4.03,4.03
6:49,6:49
fatb,fatb
lbid,lbid
8:33,8:33
Dart,Dart
Laqr,Laqr
iyom,iyom
yomu,yomu
-oyk,-oyk
9.25,9.25
iusl,iusl
Asud,Asüd
XULI,XULİ
ULIQ,ULİQ
LIQA,LİQA
IQAN,İQAN
YUNB,YUNB
UNBA,UNBA
NBAZ,NBAZ
BAZL,BAZL
AZLI,AZLI
ZLIQ,ZLIQ
4915,4915
2404,2404
CO-y,CO-y
IP-I,İP-İ
P-IT,P-İT
ta-l,ta-l
-lir,-lir
di-R,di-R
-Rum,-Rum
"980,","980,"
"80,1","80,1"
"0,19","0,19"
",198",",198"
"981,","981,"
"81,1","81,1"
"1,19","1,19"
cekb,çəkb
0115,0115
Huru,Hürü
1-61,1-61
zirr,zırr
rram,rram
amek,amək
TeTI,TƏTİ
eTIL,ƏTİL
NOYA,NOYA
OYAB,OYAB
UNUD,ÜNÜD
NUDU,NÜDÜ
UDUR,ÜDÜR
qoay,qoay
oaya,oaya
ra-I,ra-İ
a-Id,a-İd
-Ida,-İda
-inc,-inc
-nuf,-nüf
ma-D,ma-D
a-Da,a-Da
vazb,vazb
aref,aref
1690,1690
saso,saso
IX-c,IX-c
rels,rels
asep,asep
aqic,aqıç
T-AV,T-AV
-AVR,-AVR
RASY,RASY
ASYA,ASYA
emst,emst
zddu,zddu
8150,8150
RTDK,RTDK
u-ol,u-ol
alul,alül
Cezm,Cezm
ccur,çcür
ibe-,ibə-
be-q,bə-q
230-,230-
30-2,30-2
-260,-260
ests,ests
an-Q,an-Q
n-Qu,n-Qu
tohi,tohi
mi-P,mi-P
rque,rque
quet,quet
xi-i,xi-i
MASA,MASA
ASAV,AŞAV
BOZA,BOZA
ZANO,ZANO
jOSE,jOSE
OSER,OSER
SERN,SERN
ted-,təd-
d-qi,d-qi
-qiq,-qiq
agnv,ağnv
gnve,ğnve
TRZl,TRZl
RZle,RZlə
Zler,Zlər
oodl,oodl
Haxa,Haxa
321-,321-
TeNZ,TƏNZ
eNZI,ƏNZİ
NZIM,NZİM
MLeN,MLƏN
XX-X,XX-X
-XXI,-XXI
Utre,Utre
trex,trex
Lito,Lito
yadp,yadp
adpl,adpl
dpla,dpla
hir-,hir-
dezo,dezo
zoks,zoks
klei,klei
lein,lein
Djam,Djam
jams,jamş
sedp,şedp
edpu,edpu
dpur,dpur
Darr,Darr
AU-3,AU-3
5971,5971
9713,9713
xca-,xça-
ca-t,ça-t
113.,113.
79.4,79.4
ufak,ufak
ekii,əkıi
kiif,kıif
iifi,ıifi
oksk,oksk
Ekba,Ekba
n-ls,n-lş
-lsd,-lşd
32.7,32.7
m-ta,m-ta
uro3,uro3
105-,105-
1360,1360
Anke,Anke
dhes,dhəs
eyxe,eyxə
Naib,Naib
aibu,aibü
Eks-,Eks-
frez,frez
llir,llir
iqik,iqik
zvuk,zvuk
WebM,WebM
ebMo,ebMo
bMon,bMon
iava,iava
farf,farf
ladt,ladt
adto,adtö
dtok,dtök
ivez,ivəz
ikai,ikaı
aku2,aku2
ku20,ku20
wers,wers
qilx,qılx
txes,txes
-rah,-rah
zeml,zəml
0105,0105
q-in,q-ın
ktee,ktəe
teet,təet
taqc,taqc
deuc,dəuc
euca,əuca
in-K,ın-K
n-Ke,n-Kə
-Kel,-Kəl
Tsay,Tsay
b-en,b-en
fdec,fdəç
Vird,Vird
AdWo,AdWo
dWor,dWor
rds-,rds-
ds-d,ds-d
muxl,müxl
uxle,üxlə
xlef,xləf
vdig,vdiğ
zads,zads
rrou,rrou
Ried,Ried
iedc,iedc
dco-,dco-
co-E,co-E
o-Em,o-Em
-Emi,-Emi
Verl,Verl
itgu,itgü
tgun,tgün
ugar,ügar
Jala,Jala
alau,alau
7.04,7.04
6:44,6:44
YUSI,YUSİ
USIF,USİF
KUSE,KÜSE
EYIR,EYİR
oxtu,oxtu
Sber,Sber
zubr,zubr
yyei,yyəi
yuzy,yüzy
43:4,43:4
3:49,3:49
Bayo,Bayo
Kamb,Kamb
mboc,mboc
boca,boca
Abgu,Abgü
bgul,bgül
IK-P,İK-P
K-PA,K-PA
-PAR,-PAR
9.38,9.38
Ohel,Ohel
Yusa,Yuşa
av-X,av-X
v-Xe,v-Xe
Xese,Xese
7:11,7:11
ceht,cəht
ehtl,əhtl
htle,htlə
poxm,poxm
Zubd,Zubd
liff,liff
iffi,iffi
ffid,ffid
ckho,ckho
vver,vvər
Ligh,Ligh
zsem,zsəm
ncux,ncux
diul,diül
iul-,iül-
irsm,ırsm
rsmi,rsmı
misq,misq
hoxq,hoxq
oxqa,oxqa
girv,girv
venk,vənk
xalv,xalv
uvem,üvəm
hopl,hopl
eaki,eaki
mogu,moğu
gonc,gonç
BenG,BenG
enGu,enGü
nors,nors
kyax,kyax
ekpr,ekpr
kpro,kpro
opri,opri
80.7,80.7
bcim,bçim
ktem,ktem
hmse,hmse
huyu,huyu
a-su,a-su
Otye,Otye
tyey,tyey
Fokl,Fokl
banv,banv
GUZe,GÜZƏ
UZeS,ÜZƏŞ
ZeST,ZƏŞT
eSTL,ƏŞTL
STLI,ŞTLİ
NZIL,NZİL
ZILI,ZİLİ
ahai,ahaı
atox,atox
ovae,ovaə
0125,0125
lnli,lnlı
ounz,ounz
rmio,rmio
mion,mion
yndj,yndj
Coan,Coan
Roul,Roul
s-ha,s-ha
enfa,Ənfa
nfal,nfal
gilb,ğılb
FOVQ,FÖVQ
OVQe,ÖVQƏ
VQeL,VQƏL
QeLA,QƏLA
eLAD,ƏLAD
LADe,LADƏ
nqri,nqri
qrid,qrid
URKU,ÜRKÜ
DINL,DİNL
INLE,İNLE
Minh,Minh
Casa,Casa
1770,1770
770-,770-
-177,-177
iziz,iziz
zizs,zizs
0:01,0:01
broo,broo
oopt,oopt
byal,byal
hlid,hlıd
lgeh,lgəh
t-sh,t-sh
-shi,-shi
shik,shik
Baga,Bağa
Lifd,Lifd
3014,3014
4204,4204
9-nu,9-nu
Oyko,Oyko
eyml,eyml
ymle,ymlə
Kilm,Kilm
ra-n,ra-n
eKIS,ƏKİS
SKIK,SKİK
eLMe,ƏLMƏ
"601,","601,"
"01,7","01,7"
"1,73","1,73"
ODES,ODES
DESH,DESH
ESHE,ESHE
SHER,SHER
HERI,HERI
ERIN,ERIN
RING,RING
TERL,TERL
03-q,03-q
3-qe,3-qə
egvo,əğvo
gvol,ğvol
path,path
1372,1372
Farn,Farn
arnk,arnk
rnkf,rnkf
ycam,ycam
lios,lios
osut,osut
suti,suti
630-,630-
BUDC,BÜDC
UDCe,ÜDCƏ
sidm,şidm
dmes,dməs
5085,5085
Vtda,Vtda
tizo,tizo
8249,8249
yanb,yanb
Epaf,Epaf
pafr,pafr
afro,afro
frod,frod
Qals,Qals
886-,886-
1567,1567
5670,5670
Areq,Areq
rer-,rər-
slni,slnı
OPEK,OPEK
PEK-,PEK-
EK-i,EK-i
satg,satğ
atgu,atğu
eylu,eylu
xlux,xlux
500.,500.
700.,700.
riu-,riu-
iu-s,iu-s
gemo,gemo
e-ir,ə-ir
sabb,sabb
Luky,Luky
Miko,Miko
nyaj,nyaj
ajit,ajit
Zaxa,Zaxa
xaro,xaro
309.,309.
eytm,eytm
ytmo,ytmo
tmot,tmot
Alid,Alid
fisn,fişn
Krea,Krea
rero,rero
TeZZ,TƏZZ
eZZe,ƏZZƏ
ZZeM,ZZƏM
INeL,İNƏL
yinn,yınn
neoa,neoa
eoav,eoav
miat,miat
iats,iats
tsum,tsum
1119,1119
Gmai,Gmai
veHu,vəHü
topx,topx
opxe,opxe
pxeb,pxeb
tr-t,tr-t
beks,bəks
izst,ızst
vlic,vliç
lmiq,lmiq
k-mi,k-mi
ilmn,ilmn
lmns,lmnş
mnsd,mnşd
a-bm,a-bm
-bma,-bma
xdon,xdön
Yonc,Yonc
Adid,Adid
ike',ike’
